input,output
"Of the 761 hospitalized patients with COVID-19, the mean age was 47 years, and 385 (51%) were women. Forty-seven patients (6.2%) were fully vaccinated (breakthrough infection), 127 were partially vaccinated (17%), and 587 (77%) were unvaccinated.

The team found fully vaccinated status was linked to a lower risk of requiring supplemental oxygen than unvaccinated status, as well as lower risk of intensive care unit (ICU) admission.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: lower risk of 
population_size: null
reference_class_size_base: 587
reference_class_size_new: 47
reference_class_description_base: unvaccinated vaccinated hospitalized COVID-19 patients
reference_class_description_new: fully vaccinated hospitalized COVID-19 patients
source_base: null
source_new: null
topic_and_unit: Proportion and severity of COVID-19 hospitalization by vaccination status"
"In a new study from Cedars-Sinai and CDC, researchers found among those admitted during the omicron surge, vaccinated adults had less severe illness and were less likely to land in intensive care.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: less likely to
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: unvaccinated adults admitted during the Omicron surge
reference_class_description_new: vaccinated adults admitted during the Omicron surge
source_base: study from Cedars-Sinai and CDC
source_new: study from Cedars-Sinai and CDC
topic_and_unit: Severity of illness and ICU admission likelihood for vaccinated vs. unvaccinated during Omicron"
"These findings suggest that two doses of the COVID-19 vaccine protect against long COVID. These results were not found in individuals who received just a single dose.

In the study, the team tested over 3,000 participants.

They showed a 50-80% reduction in seven of the ten most commonly reported long-term symptoms, such as fatigue, headache, weakness and muscle pain, four to 11 months after infection among vaccinated cases compared with unvaccinated ones.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 0.5
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: unvaccinated individuals 4–11 months after COVID-19 infection
reference_class_description_new: individuals with two doses of COVID-19 vaccine 4–11 months after COVID-19 infection
source_base: study
source_new: study
topic_and_unit: Long COVID symptom prevalence by vaccination status in %"
"The study included 26,683 patients who tested positive for COVID-19, 16% of whom had Delta infections and 84% of whom had Omicron infections, and more than 67,000 individuals who tested negative as a comparison group.

The team found two doses of the Moderna COVID-19 vaccine were 44% effective against Omicron infection within 3 months after vaccination","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 0.44
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: unvaccinated individuals (within 3 months of Omicron exposure)
reference_class_description_new: individuals with 2 doses of Moderna vaccine (within 3 months of Omicron exposure)
source_base: study
source_new: study
topic_and_unit: Effectiveness of protection against Omicron infection within 3 months of 2-dose Moderna COVID-19 vaccination"
"The study included 26,683 patients who tested positive for COVID-19, 16% of whom had Delta infections and 84% of whom had Omicron infections, and more than 67,000 individuals who tested negative as a comparison group.Three doses of the Moderna COVID-19 vaccine within 2 months of vaccination were 94% effective against Delta infection","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 0.94
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: unvaccinated individuals (within 3 months of Omicron exposure)
reference_class_description_new: individuals with 2 doses of Moderna vaccine (within 3 months of Omicron exposure)
source_base: study
source_new: study
topic_and_unit: Effectiveness of protection against Delta infection within 2 months of 3-dose Moderna COVID-19 vaccination"
"During the study period, 197,535 (6.3 percent) patients were infected with SARS-CoV-2, and of those, 15,786 (8 percent) were admitted to the hospital.

During the study period, the predominant variant was delta, and not omicron.

The team found two-dose vaccine effectiveness against infection declined to 49 percent.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 0.49
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: unvaccinated individuals during Delta variant period
reference_class_description_new: individuals with 2 doses of COVID-19 vaccine during Delta variant period
source_base: null
source_new: null
topic_and_unit: Effectiveness of two-dose vaccine against infection "
"In a new study from CDC, researchers found COVID-19 vaccine protection is increased after three doses","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: protection is increased 
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: individuals with two doses of COVID-19 vaccine
reference_class_description_new: individuals with three doses of COVID-19 vaccine
source_base: study from CDC
source_new: study from CDC
topic_and_unit: Protection from COVID-19 based on number of vaccine doses"
"In a recent study published in Critical Care, researchers found six months after recovering from COVID-19 critical illness, one in five people had died","risk_communication: 1.0
single_case_base: 1.0
absolute_risk_base: 2025-05-01 00:00:00
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who recovered from COVID-19 critical illness
reference_class_description_new: null
source_base: study published in Critical Care
source_new: null
topic_and_unit: Mortality risk 6 months after recovering from COVID-19 critical illness "
"Today’s recommendation is based on new data from six clinical trials involving 4,796 patients. This is the largest dataset on this drug so far.

Evidence from these trials showed that molnupiravir reduces the risk of hospital admission (43 fewer admissions per 1,000 patients at highest risk)","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: -43/1000
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: patients at highest risk not treated with molnupiravir
reference_class_description_new: patients at highest risk treated with molnupiravir
source_base: null
source_new: null
topic_and_unit: Risk of hospital admission per 1,000 high-risk patients"
"In a new study from the University of Sydney, researchers found that some of the most common pain and fever medicines might increase vulnerability to infections like COVID-19","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: might increase
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people not using common pain/fever medicine
reference_class_description_new: people using common pain/fever medicin
source_base: study from the University of Sydney
source_new:  study from the University of Sydney
topic_and_unit: Vulnerability to infections like COVID-19 with vs. without medication"
"In the study, the team examined 412,596 middle-aged UK Biobank participants.

They focused on the relative association of body mass index (BMI) and self-reported walking pace with the risk of contracting severe COVID-19 and COVID-19 mortality.

The analysis found slow walkers of normal weight to be almost 2.5 times more likely to develop severe COVID-19 than normal-weight fast walkers.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 2,5x
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: more likely to
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: individuals who are normal-weight fast walkers
reference_class_description_new: individuals who are normal-weight slow walkers
source_base: study
source_new: study
topic_and_unit: Risk of developing severe COVID-19 by walking pace and BMI classification"
"In the study, the team examined 412,596 middle-aged UK Biobank participants.

They focused on the relative association of body mass index (BMI) and self-reported walking pace with the risk of contracting severe COVID-19 and COVID-19 mortality.

The analysis found slow walkers of normal weight are 3.75 times more likely to die from the virus than normal-weight fast walkers.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 3,75x
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: more likely to
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: individuals who are normal-weight fast walkers
reference_class_description_new: individuals who are normal-weight slow walkers
source_base: study
source_new: study
topic_and_unit: Risk of death from COVID-19 by walking pace in normal-weight adults"
"However, if the women have severe COVID-19 or were diagnosed after childbirth, babies are more likely to test positive.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: more likely to
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: babies born to mothers without severe COVID-19 or diagnosed earlier
reference_class_description_new: babies born to mothers with severe COVID-19 or diagnosed post-birth
source_base: null
source_new: null
topic_and_unit: Likelihood of newborns testing positive for COVID-19"
Researchers also discovered that vaginal births and breastfeeding do not increase the likelihood of babies testing positive for coronavirus when their mothers have the infection.,"risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: not increase the likelihood
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: babies born by other methods / not breastfed
reference_class_description_new: babies born vaginally or breastfed
source_base: Researchers
source_new: Researchers
topic_and_unit: Likelihood of baby testing positive for COVID-19"
"A total of 1,364 children ages 5-15 were tested for SARS-CoV-2, the virus that causes COVID-19, weekly from July 25, 2021, to Feb. 12, 2022.

The team found that vaccination with two doses of the Pfizer-BioNTech COVID-19 vaccine reduced the risk of infection with the omicron variant by 31% in children ages 5-11","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: -0.31
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: unvaccinated children ages 5–11
reference_class_description_new: children ages 5–11 vaccinated with two doses of Pfizer-BioNTech vaccine
source_base: null
source_new: null
topic_and_unit: Risk of omicron infection in children ages 5–11"
"A total of 1,364 children ages 5-15 were tested for SARS-CoV-2, the virus that causes COVID-19, weekly from July 25, 2021, to Feb. 12, 2022.

The team found that vaccination with two doses of the Pfizer-BioNTech COVID-19 vaccine reduced the risk of infection with the omicron variant by 59% in adolescents ages 12-15.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: -0.59
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: unvaccinated adolescents ages 12–15
reference_class_description_new: adolescents ages 12–15 vaccinated with two doses of Pfizer-BioNTech vaccine
source_base: null
source_new: null
topic_and_unit: Risk of omicron infection in adolescents ages 12–15"
"A total of 1,364 children ages 5-15 were tested for SARS-CoV-2, the virus that causes COVID-19, weekly from July 25, 2021, to Feb. 12, 2022.
Among unvaccinated children who were infected, children with omicron infections were less likely to report COVID-19 symptoms (49%) than children with delta infections (66%).","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.66
absolute_risk_new: 0.49
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: unvaccinated infected children with delta infections
reference_class_description_new: unvaccinated infected children with omicron infections
source_base: null
source_new: null
topic_and_unit: Percentage of unvaccinated infected children reporting symptoms"
"In the study, the team looked at 343,850 people with an average age of over 60.

They found that the combined influence of both lifestyle and socioeconomic factors further increased the risk of severe disease or death from COVID-19.
","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: increased risk
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people without combined lifestyle and socioeconomic risk factors
reference_class_description_new: people with combined lifestyle and socioeconomic risk factors
source_base: the study
source_new: the study
topic_and_unit: Risk of severe COVID-19 or death in adults aged over 60"
The researchers then found that giving 30 milligrams of sulforaphane per kilogram of body weight to mice strongly decreased the loss of body weight that’s typically linked to virus infection (7.5% decrease).,"risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: -0.075
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: virus-infected mice without sulforaphane
reference_class_description_new: virus-infected mice given 30 mg/kg sulforaphane
source_base: null
source_new: null
topic_and_unit: Body weight loss in mice after viral infection (%)"
"A new study from the University of Edinburgh found adults in hospital who have COVID-19 and the flu at the same time are at much greater risk of severe disease and death compared with patients who have COVID-19 alone or with other viruses.

Patients with co-infection of SARS-CoV-2, which causes COVID-19, and influenza viruses were over four times more likely to require ventilation support and 2.4 times more likely to die than if they only had COVID-19.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 2,4x
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: more likely
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: hospital patients with only COVID-19
reference_class_description_new: hospital patients with COVID-19 and influenza co-infection
source_base: study from the University of Edinburgh
source_new: study from the University of Edinburgh
topic_and_unit: Risk of severe disease or death in hospitalized adults with co-infection "
"In the study, the team gathered data from more than 89,000 hospitalizations across nine states, making this the largest study of its kind evaluating COVID-19 vaccine effectiveness among immunocompromised people.

They found those mRNA vaccines (manufactured by Pfizer and Moderna) were 90% effective at protecting against COVID-related hospitalization in immunocompetent individuals.","risk_communication: 1.0
single_case_base: 1.0
absolute_risk_base: 0.9
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: 89000
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: immunocompetent individuals vaccinated with Pfizer or Moderna mRNA vaccines
reference_class_description_new: null
source_base: study
source_new: null
topic_and_unit: Effectiveness of mRNA vaccines against hospitalization in immunocompetent individuals in %"
"In the study, the team gathered data from more than 89,000 hospitalizations across nine states, making this the largest study of its kind evaluating COVID-19 vaccine effectiveness among immunocompromised people.
But the vaccines were only 77% effective in those with suppressed immunity due to a range of health conditions.","risk_communication: 1.0
single_case_base: 1.0
absolute_risk_base: 0.77
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: 89000
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: immunocompetent individuals vaccinated 
reference_class_description_new: null
source_base: study
source_new: null
topic_and_unit: Effectiveness of mRNA vaccines against hospitalization in immunocompetent individuals in %"
"Scientists from Veru Inc., an oncology biopharmaceutical company, found a novel COVID-19 drug reduces deaths by 55% in patients at high risk for Acute Respiratory Distress Syndrome (ARDS).","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: -0.55
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: COVID-19 patients at high risk for ARDS without the novel drug
reference_class_description_new: COVID-19 patients at high risk for ARDS treated with the novel drug
source_base: Scientists from Veru Inc.
source_new: Scientists from Veru Inc.
topic_and_unit: Risk of death in COVID-19 patients at high risk for ARDS in %"
"Scientists from the University of Michigan found that people are 1,000 times more likely to get COVID from the air they breathe than from surfaces they touch.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 1000x
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: more likely
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people exposed to COVID via surfaces
reference_class_description_new: people exposed to COVID via the air they breathe
source_base: Scientists from the University of Michigan
source_new: Scientists from the University of Michigan
topic_and_unit: Likelihood of contracting COVID by transmission route (air vs. surfaces)"
"In the study, researchers analyzed the zinc levels of 249 adult patients treated at the center between 9 March and 1 April 2020, with an average age of 65 years.The study reveals that a one-unit increase of zinc in blood plasma is directly linked to a 7% reduction of the risk of dying from COVID-19.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: -0.07
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: reduction of the risk
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: patients with lower blood plasma zinc
reference_class_description_new: patients with higher blood plasma zinc
source_base: study
source_new: study
topic_and_unit: Risk of death from COVID-19 per unit zinc increase in blood plasma in %"
"The team analyzed the records of more than 636,000 vaccinated patients, including more than 45,000 vaccinated people with cancer.

They found increased risks for COVID-19 breakthrough infection in vaccinated patients with cancer, especially those undergoing active cancer care, with marked variations among specific cancer types.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: increased risks
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: vaccinated people without cancer
reference_class_description_new: vaccinated people with cancer (especially under treatment)
source_base: null
source_new: null
topic_and_unit: Risk of breakthrough COVID-19 infection"
